pl_name,pl_refname,pl_controv_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio
"WASP-41 c","<a refstr=NEVEU_VANMALLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150907750N/abstract target=ref>Neveu-VanMalle et al. 2015</a>",0,1.070000,0.030000,-0.030000,0,0.060,0.020,-0.020,0,"[Fe/H]"
"Kepler-1658 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.054800,,,0,-0.160,0.200,-0.140,0,"[Fe/H]"
"Kepler-411 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.071400,,,0,0.070,0.150,-0.150,0,"[Fe/H]"
"Kepler-25 c","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.113000,,,0,-0.040,0.101,-0.101,0,"[Fe/H]"
"Kepler-428 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.043200,,,0,0.160,0.220,-0.280,0,"[Fe/H]"
"Kepler-45 b","<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>",0,0.029540,0.001010,-0.001010,0,0.200,0.100,-0.100,0,"[Fe/H]"
"Kepler-670 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.038200,,,0,0.020,0.220,-0.260,0,"[Fe/H]"
"HAT-P-7 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.037600,,,0,0.140,0.150,-0.150,0,"[Fe/H]"
"Kepler-43 b","<a refstr=BONOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5462B/abstract target=ref> Bonomo et al. 2011 </a>",0,0.044900,0.001000,-0.001000,0,0.330,0.110,-0.110,0,"[Fe/H]"
"Kepler-670 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.038200,,,0,0.020,0.220,-0.260,0,"[Fe/H]"
"Kepler-1517 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.078000,,,0,-0.080,0.280,-0.320,0,"[Fe/H]"
"Kepler-8 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.047300,,,0,-0.040,0.120,-0.160,0,"[Fe/H]"
"Kepler-447 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.070400,,,0,-0.400,0.360,-0.260,0,"[Fe/H]"
"HAT-P-44 c","<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>",0,1.752000,0.025000,-0.025000,0,0.330,0.100,-0.100,0,"[Fe/H]"
"pi Men c","<a refstr=GANDOLFI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619L..10G/abstract target=ref>Gandolfi et al. 2018</a>",0,0.067020,0.001090,-0.001090,0,0.050,0.090,-0.090,0,"[Fe/H]"
"HD 73583 c","<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>",0,0.124200,0.005500,-0.005400,0,0.000,0.090,-0.090,0,"[Fe/H]"
"HD 191939 e","<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>",0,0.407000,0.012000,-0.012000,0,-0.150,0.060,-0.060,0,"[Fe/H]"
"HD 196067 b","<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>",0,5.020000,0.190000,-0.190000,0,0.180,0.040,-0.040,0,"[Fe/H]"
"Kepler-15 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.056900,,,0,0.360,0.100,-0.150,0,"[Fe/H]"
"Kepler-8 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.047300,,,0,-0.040,0.120,-0.160,0,"[Fe/H]"
"Kepler-1656 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.194900,,,0,0.080,0.150,-0.150,0,"[Fe/H]"
"KOI-217 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.048500,,,0,0.210,0.110,-0.150,0,"[Fe/H]"
"Kepler-723 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.047900,,,0,-0.300,0.300,-0.300,0,"[Fe/H]"
"Kepler-447 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.070400,,,0,-0.400,0.360,-0.260,0,"[Fe/H]"
"Kepler-65 c","<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>",0,0.068000,0.004000,-0.002000,0,0.170,0.060,-0.060,0,"[Fe/H]"
"Kepler-1651 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.061900,,,0,-0.360,0.300,-0.200,0,"[Fe/H]"
"TOI-1333 b","<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>",0,0.062600,0.001100,-0.001200,0,0.119,0.078,-0.077,0,"[Fe/H]"
"HAT-P-2 b","<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>",0,0.067400,0.000810,-0.000810,0,0.140,0.080,-0.080,0,"[Fe/H]"
"Kepler-685 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.027200,,,0,0.180,0.180,-0.280,0,"[Fe/H]"
"Kepler-5 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.050000,,,0,0.040,0.150,-0.150,0,"[Fe/H]"
"Kepler-6 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.043500,,,0,0.340,0.100,-0.160,0,"[Fe/H]"
"Kepler-75 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.078600,,,0,-0.080,0.150,-0.150,0,"[Fe/H]"
"Kepler-5 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.050000,,,0,0.040,0.100,-0.160,0,"[Fe/H]"
"Kepler-491 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.052400,,,0,0.480,0.080,-0.200,0,"[Fe/H]"
"KOI-94 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.048800,,,0,-0.020,0.150,-0.150,0,"[Fe/H]"
"TrES-2 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.035000,,,0,-0.150,0.100,-0.100,0,"[Fe/H]"
"Kepler-7 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.061700,,,0,0.100,0.101,-0.101,0,"[Fe/H]"
"KOI-94 d","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.159600,,,0,-0.020,0.120,-0.160,0,"[Fe/H]"
"TrES-4 b","<a refstr=SOZZETTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1145S/abstract target=ref> Sozzetti et al. 2009 </a>",0,0.051050,0.000790,-0.001670,0,0.140,0.090,-0.090,0,"[Fe/H]"
"WASP-3 b","<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>",0,0.031850,0.000880,-0.000880,0,0.000,0.200,-0.200,0,"[Fe/H]"
"Kepler-423 b","<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>",0,0.035820,0.000560,-0.000570,0,-0.100,0.050,-0.050,0,"[Fe/H]"
"Kepler-45 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.029400,,,0,0.120,0.140,-0.140,0,"[Fe/H]"
"Kepler-12 b","<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>",0,0.055300,0.001000,-0.001200,0,0.070,0.040,-0.040,0,"[Fe/H]"
"Kepler-410 A b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.142400,,,0,0.000,0.150,-0.150,0,"[Fe/H]"
"TOI-4479 b","<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>",0,0.016400,0.001500,-0.002900,0,0.000,,,-1,"[Fe/H]"
"Kepler-670 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.038300,,,0,0.140,0.150,-0.150,0,"[Fe/H]"
"Kepler-17 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.025700,,,0,0.300,0.100,-0.160,0,"[Fe/H]"
"TrES-4 b","<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>",0,0.051600,0.000500,-0.000500,0,0.280,0.090,-0.090,0,"[Fe/H]"
"Kepler-685 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.027200,,,0,0.180,0.180,-0.280,0,"[Fe/H]"
"Kepler-1658 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.054800,,,0,-0.160,0.200,-0.140,0,"[Fe/H]"
"Kepler-210 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.029200,,,0,-0.120,0.100,-0.100,0,"[Fe/H]"
"XO-5 b","<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>",0,0.048720,0.000550,-0.000550,0,0.050,,,0,"[Fe/H]"
"KOI-13 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.038600,,,0,0.070,0.140,-0.650,0,"[Fe/H]"
"Kepler-15 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.056900,,,0,0.360,0.080,-0.150,0,"[Fe/H]"
"Kepler-422 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.079600,,,0,0.200,0.100,-0.160,0,"[Fe/H]"
"Kepler-7 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.061700,,,0,0.100,0.101,-0.101,0,"[Fe/H]"
"Kepler-41 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.028600,,,0,-0.080,0.150,-0.140,0,"[Fe/H]"
"WASP-148 b","<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.134A/abstract target=ref>Almenara et al. 2022</a>",0,0.082150,0.000860,-0.001500,0,0.099,0.078,-0.078,0,"[Fe/H]"
"Kepler-411 d","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.271100,,,0,0.070,0.150,-0.150,0,"[Fe/H]"
"Kepler-686 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.025800,,,0,-0.380,0.300,-0.280,0,"[Fe/H]"
"Kepler-425 b","<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>",0,0.046400,0.000800,-0.000800,0,0.240,0.110,-0.110,0,"[Fe/H]"
"TrES-1 b","<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>",0,0.039460,0.000720,-0.000720,0,0.060,0.050,-0.050,0,"[Fe/H]"
"KOI-94 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.048500,,,0,-0.020,0.120,-0.160,0,"[Fe/H]"
"Kepler-423 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.037800,,,0,-0.180,0.250,-0.280,0,"[Fe/H]"
"Qatar-1 b","<a refstr=MACIEJEWSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.109M/abstract target=ref>Maciejewski et al. 2015</a>",0,0.022980,0.000690,-0.000360,0,0.200,0.100,-0.100,0,"[Fe/H]"
"Qatar-1 b","<a refstr=COVINO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...554A..28C/abstract target=ref>Covino et al. 2013</a>",0,0.023430,0.001200,-0.001200,0,0.200,0.100,-0.100,0,"[Fe/H]"
"Kepler-424 c","<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>",0,0.730000,0.080000,-0.070000,0,0.440,0.140,-0.140,0,"[Fe/H]"
"KOI-12 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.146300,,,0,-0.040,0.250,-0.360,0,"[Fe/H]"
"KOI-94 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.096000,,,0,-0.020,0.120,-0.160,0,"[Fe/H]"
"TrES-2 b","<a refstr=KIPPING__AMP__BAKOS_2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...733...36K/abstract target=ref>Kipping &amp; Bakos 2011</a>",0,0.035630,0.000480,-0.000580,0,-0.150,0.100,-0.100,0,"[Fe/H]"
"WASP-177 b","<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>",0,0.039570,0.000580,-0.000580,0,0.250,0.040,-0.040,0,"[Fe/H]"
"Kepler-12 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.054500,,,0,0.080,0.150,-0.150,0,"[Fe/H]"
"Kepler-422 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.079600,,,0,0.200,0.100,-0.160,0,"[Fe/H]"
"WASP-107 b","<a refstr=DAI__AMP__WINN_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..205D/abstract target=ref>Dai &amp; Winn 2017</a>",0,0.055800,0.001800,-0.001800,0,0.020,0.100,-0.100,0,"[Fe/H]"
"Kepler-424 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.041900,,,0,0.020,0.240,-0.240,0,"[Fe/H]"
"HAT-P-55 b","<a refstr=JUNCHER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015PASP..127..851J/abstract target=ref>Juncher et al. 2015</a>",0,0.046040,0.000560,-0.000560,0,-0.030,0.080,-0.080,0,"[Fe/H]"
"Kepler-75 b","<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...554A.114H/abstract target=ref> Hebrard et al. 2013 </a>",0,0.080000,0.005000,-0.005000,0,-0.070,0.150,-0.150,0,"[Fe/H]"
"Kepler-77 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.047200,,,0,0.360,0.080,-0.150,0,"[Fe/H]"
"Kepler-7 b","<a refstr=LATHAM_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.140L/abstract target=ref> Latham et al. 2010 </a>",0,0.062240,0.001090,-0.000840,0,0.110,0.030,-0.030,0,"[Fe/H]"
"Kepler-411 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.072600,,,0,0.120,0.140,-0.160,0,"[Fe/H]"
"Kepler-75 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.078600,,,0,-0.080,0.160,-0.120,0,"[Fe/H]"
"TOI-1807 b","<a refstr=HEDGES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...54H/abstract target=ref>Hedges et al. 2021</a>",0,0.008120,0.000370,-0.000380,0,-0.029,0.061,-0.043,0,"[Fe/H]"
"KOI-94 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.096000,,,0,-0.020,0.120,-0.160,0,"[Fe/H]"
"Kepler-762 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.048600,,,0,-0.140,0.220,-0.300,0,"[Fe/H]"
"HD 97658 b","<a refstr=DRAGOMIR_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...772L...2D/abstract target=ref> Dragomir et al. 2013 </a>",0,0.079600,0.001100,-0.001100,0,-0.300,0.080,-0.080,0,"[Fe/H]"
"KELT-16 b","<a refstr=OBERST_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...97O/abstract target=ref>Oberst et al. 2017</a>",0,0.020440,0.000240,-0.000260,0,-0.002,0.086,-0.085,0,"[Fe/H]"
"Kepler-5 b","<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>",0,0.053800,0.001500,-0.002100,0,0.040,0.060,-0.060,0,"[Fe/H]"
"Kepler-1972 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.079400,,,0,-0.280,0.340,-0.280,0,"[Fe/H]"
"Kepler-25 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.113000,,,0,-0.040,0.101,-0.101,0,"[Fe/H]"
"TrES-3 b","<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>",0,0.022760,0.000160,-0.000160,0,-0.190,0.080,-0.080,0,"[Fe/H]"
"Kepler-447 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.070400,,,0,-0.400,0.360,-0.260,0,"[Fe/H]"
"Kepler-45 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.029800,,,0,0.320,0.150,-0.150,0,"[Fe/H]"
"Kepler-450 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.200400,,,0,0.280,0.101,-0.101,0,"[Fe/H]"
"55 Cnc b","<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>",0,0.113400,0.000600,-0.000600,0,0.350,0.100,-0.100,0,"[Fe/H]"
"TOI-421 b","<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>",0,0.056000,0.001800,-0.001800,0,-0.020,0.050,-0.050,0,"[Fe/H]"
"pi Men c","<a refstr=HUANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...868L..39H/abstract target=ref>Huang et al. 2018</a>",0,0.068390,0.000500,-0.000500,0,0.080,0.030,-0.030,0,"[Fe/H]"
"HD 39091 b","<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.333..871J/abstract target=ref> Jones et al. 2002 </a>",0,3.280000,,,0,0.090,,,0,"[Fe/H]"
"WASP-121 b","<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>",0,0.025440,0.000490,-0.000500,0,0.130,0.090,-0.090,0,"[Fe/H]"
"HD 39091 b","<a refstr=HUANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...868L..39H/abstract target=ref>Huang et al. 2018</a>",0,3.100000,0.020000,-0.020000,0,0.080,0.030,-0.030,0,"[Fe/H]"
"HD 39091 b","<a refstr=GANDOLFI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619L..10G/abstract target=ref>Gandolfi et al. 2018</a>",0,3.220000,0.030000,-0.030000,0,0.050,0.090,-0.090,0,"[Fe/H]"
"TOI-712 d","<a refstr=VACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...71V/abstract target=ref>Vach et al. 2022</a>",0,0.340500,0.004100,-0.003900,0,-0.020,0.120,-0.043,0,"[Fe/H]"
"Kepler-210 c","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.064000,,,0,-0.120,0.100,-0.100,0,"[Fe/H]"
"Kepler-65 b","<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>",0,0.035000,0.002000,-0.001000,0,0.170,0.060,-0.060,0,"[Fe/H]"
